url,title,paragraph,heading_count,link_count,table_count,html_source
https://books.toscrape.com/,all products | books to scrape - sandbox,â£51.77,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,in stock,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£53.74,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£50.10,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£47.82,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£54.23,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£22.65,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£33.34,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£17.93,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£22.60,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£52.15,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£13.99,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£20.66,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£17.46,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£52.29,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£35.02,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£57.25,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£23.88,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£37.59,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£51.33,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
https://books.toscrape.com/,all products | books to scrape - sandbox,â£45.17,21,74,0,storage\raw_html\3bcb5d5b-b012-4696-b037-024b2e054fc9.html
